TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
26 junio 2023 00:28 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
922,420,45.5531,420,45.5531,0,154345,99799,64.6596

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNIONISTA,CABAL,AZUL,URNG-MAIZ WINAQ,VAMOS,PHG,VICTORIA,MLP,PR,P A N,UR,PIN,BIEN,VALOR,UNE,PPN,FCN-NACION,VIVA,ELEFANTE,CREO,CAMBIO,PODEMOS,MI FAMILIA,SEMILLA,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6211,"Chimaltenango",3,"Comalapa",4,659,400,10,0,24,2,52,16,0,6,13,0,0,3,1,2,9,8,8,3,22,3,4,8,2,2,29,23,250,36,19,305,0,305,--,404,99,250,305,305,Algún campo sin dato,1,7fbf55ee311ca56005992fc55a2d3c8b2f8d7af7cadfd2c38a51c0ee48032ffc,25/06/2023 23:35:03,ESCANER
6212,"Chimaltenango",3,"Comalapa",4,659,400,20,1,28,0,38,10,1,2,9,4,0,2,1,0,6,5,7,1,18,2,1,13,2,4,29,17,221,37,19,277,0,277,--,400,123,221,277,277,Algún campo sin dato,1,47a1db3cf0df02d2fdbb31dd74dbd18525c931bdf86a699437eab49f65f9d658,26/06/2023 00:02:14,ESCANER
6213,"Chimaltenango",3,"Comalapa",4,659,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6214,"Chimaltenango",3,"Comalapa",4,659,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6215,"Chimaltenango",3,"Comalapa",4,659,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6216,"Chimaltenango",3,"Comalapa",4,659,400,9,1,18,3,47,14,0,2,11,1,3,0,1,2,10,5,10,2,12,2,2,7,4,1,23,15,205,35,16,256,0,256,--,404,148,205,256,256,Algún campo sin dato,1,5b13015e82ae37207cb28aaa4cb23050ab1f5bd75547d2ab48fcaaac6a13a1b1,25/06/2023 23:11:42,ESCANER
6217,"Chimaltenango",3,"Comalapa",4,659,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6218,"Chimaltenango",3,"Comalapa",4,659,400,8,2,18,0,42,15,1,5,11,0,2,3,0,1,4,1,7,1,8,2,2,10,0,1,70,24,238,31,14,283,0,283,--,400,117,238,283,283,Algún campo sin dato,1,121ba763eac7336bc36f092bc3e9dc752a6ea13e5f0866b3c415fec11a691fd7,25/06/2023 22:44:13,ESCANER
6219,"Chimaltenango",3,"Comalapa",4,659,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6220,"Chimaltenango",3,"Comalapa",4,659,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6221,"Chimaltenango",3,"Comalapa",4,659,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6222,"Chimaltenango",3,"Comalapa",4,659,400,7,2,17,1,35,11,1,1,12,1,2,0,0,5,9,9,6,1,19,6,2,11,1,2,61,26,248,32,8,288,0,288,--,396,108,248,288,288,Algún campo sin dato,1,23127d7f557d0b67907b892d3d3d5abcb5835a3b4607c143afb117c67577027b,26/06/2023 00:05:24,ESCANER
6223,"Chimaltenango",3,"Comalapa",4,659,266,10,0,11,1,13,9,1,2,13,3,1,0,0,1,9,5,7,2,17,2,3,7,1,1,31,19,169,18,1,188,0,188,--,266,78,169,188,188,Algún campo sin dato,1,98b562426135a7906dcbea937b9134b02be0edd468e0fa1259cb86b624a39b80,25/06/2023 22:01:37,ESCANER
6224,"Chimaltenango",3,"Comalapa",4,659,265,11,2,12,0,18,4,0,3,7,0,1,0,0,1,8,2,2,1,11,4,0,3,3,0,26,18,137,22,8,167,0,167,--,265,98,137,167,167,Algún campo sin dato,1,a71bc7e550550569daf560b7a852123c8a89d9ffb9eb49a8b56694b4c6237246,25/06/2023 21:06:13,ESCANER
6225,"Chimaltenango",3,"Comalapa",4,660,400,14,0,50,1,27,46,0,4,1,0,1,0,0,2,6,16,3,2,16,0,3,10,0,2,5,12,221,27,31,279,0,279,--,400,121,221,279,279,Algún campo sin dato,1,1cf8661c9a4fac0cb5fb9cf2a54224fd5f360c2138d8416c57e5fd96b6965ff4,26/06/2023 00:12:09,ESCANER
6226,"Chimaltenango",3,"Comalapa",4,660,400,8,1,51,1,24,68,0,4,4,0,5,2,0,6,4,14,4,4,18,4,2,11,0,0,1,12,248,33,33,314,0,314,--,404,90,248,314,314,Algún campo sin dato,1,c2f9816e521aa6a498bab802e11f4b86137e352c4808118f0e67651394e7961c,25/06/2023 23:09:15,ESCANER
6227,"Chimaltenango",3,"Comalapa",4,660,400,18,0,34,3,19,62,0,7,3,0,2,1,2,5,6,16,6,0,16,3,1,22,0,7,1,12,246,28,18,292,0,292,--,400,108,246,292,292,Algún campo sin dato,1,79f81ad057d2858876d898ba828add810eca6534e81939fd0fcc2f189832dbcf,25/06/2023 22:39:54,ESCANER
6228,"Chimaltenango",3,"Comalapa",4,660,400,11,2,29,1,19,29,0,3,6,1,3,0,0,3,9,12,5,0,20,3,4,13,4,1,8,9,195,28,24,247,0,247,--,400,153,195,247,247,Algún campo sin dato,1,896d102fed46fce7352cca81e7e7bec123ffdcb2cda5c2e6aff3b0dc5eafb27b,25/06/2023 21:30:36,ESCANER
6229,"Chimaltenango",3,"Comalapa",4,660,400,11,0,26,3,24,46,1,2,7,1,4,0,0,2,6,11,4,3,18,1,4,12,4,4,7,19,220,26,28,274,0,274,--,400,126,220,274,274,Algún campo sin dato,1,d1d5011d7e27ff5accce56a087606a2978a2d0cc81c997caeebbcaaae2479611,25/06/2023 23:01:34,ESCANER
6230,"Chimaltenango",3,"Comalapa",4,660,400,5,1,38,1,16,44,0,2,1,0,3,0,1,2,13,9,3,2,13,0,6,19,3,3,7,8,200,26,33,259,0,259,--,400,141,200,259,259,Algún campo sin dato,1,588a836bca5272e4549926d8cf40fd7ae29607266c9338aec3f7cd0e7450297a,26/06/2023 00:12:10,ESCANER
6231,"Chimaltenango",3,"Comalapa",4,660,273,7,0,18,1,23,20,1,1,2,1,0,1,0,1,5,5,2,1,14,4,0,15,2,2,8,9,143,21,10,174,0,174,--,273,99,143,174,174,Algún campo sin dato,1,05fe33f39417cdfa17edb04f0e1cd00a3b4746e035fa2d7417f46f6cfce011c0,25/06/2023 22:01:30,ESCANER
6232,"Chimaltenango",3,"Comalapa",4,660,272,5,1,22,2,13,42,0,1,2,0,4,0,0,0,6,4,1,3,4,0,1,7,1,0,10,8,137,18,17,172,--,--,--,272,100,137,172,172,Algún campo sin dato,1,1c53e156f1f1bba0db800483111fe3300b8fb179cd9dbd0e56b3001aa0d2bf82,25/06/2023 22:49:33,ESCANER
6233,"Chimaltenango",3,"Comalapa",4,661,380,3,1,17,2,4,71,3,2,1,0,1,0,1,1,5,5,2,5,5,1,3,2,0,0,3,6,144,24,26,194,0,194,--,380,186,144,194,194,Algún campo sin dato,1,8f73a556c8bfcb70b3effceee623d3594c5f7d8e14ae81e9e1a4e1db829d9037,25/06/2023 22:42:33,ESCANER
6234,"Chimaltenango",3,"Comalapa",4,661,380,8,0,17,1,4,55,0,12,1,0,3,0,0,0,1,6,1,3,5,0,2,0,1,2,4,6,132,25,34,191,0,191,--,380,189,132,191,191,Algún campo sin dato,1,10fd0a3fefd3e76caf3c95cbe7435edb385fc8fb04b0313061966a7cf6794198,25/06/2023 23:04:40,ESCANER
6235,"Chimaltenango",3,"Comalapa",4,661,380,3,0,21,2,4,54,0,8,1,0,4,0,0,0,2,8,1,0,6,2,4,3,0,1,4,4,132,22,18,172,0,172,--,380,208,132,172,172,Algún campo sin dato,1,259f0b4dfa93b289090aeac95ffa78ac97d31d7522a6bd99bede4d8f57077f5c,25/06/2023 23:34:03,ESCANER
6236,"Chimaltenango",3,"Comalapa",4,661,380,1,0,27,0,3,61,0,5,2,1,3,1,0,2,7,8,1,1,5,1,2,0,0,0,4,9,144,20,29,193,0,193,--,380,187,144,193,193,Algún campo sin dato,1,efba6ea19019354f3bbeca572ffcca694e0326efc46f2c4af64646a582e2b330,25/06/2023 23:19:35,ESCANER
6237,"Chimaltenango",3,"Comalapa",4,661,299,6,0,19,0,0,44,0,15,0,0,1,0,0,0,3,4,2,2,6,0,3,0,0,0,2,8,115,14,22,151,0,151,--,299,148,115,151,151,Algún campo sin dato,1,2d1a81d3bf734fce97f31952f2e33765a8d4e9ca28a0b97b03ca3fa723bd394d,25/06/2023 22:38:44,ESCANER
6238,"Chimaltenango",3,"Comalapa",4,661,298,2,0,15,0,4,33,0,11,3,0,1,0,1,1,1,5,0,1,2,1,0,1,1,1,6,4,94,15,8,117,0,117,--,298,181,94,117,117,Algún campo sin dato,1,d678b7f97545a3be8fa0ccb21556a7e4eb56b0672eb6f6f144a586b396858d82,25/06/2023 23:12:17,ESCANER
6239,"Chimaltenango",3,"Comalapa",4,662,380,7,0,49,3,4,60,0,12,0,0,4,0,0,18,5,19,2,3,19,2,2,14,0,1,2,14,240,30,26,296,0,296,--,380,84,240,296,296,Algún campo sin dato,1,f4d3310097e16b310d4ca66b5bd1156225a8e383b6a60983ecddf5a588bd14f1,25/06/2023 23:51:38,ESCANER
6240,"Chimaltenango",3,"Comalapa",4,662,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6241,"Chimaltenango",3,"Comalapa",4,662,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6242,"Chimaltenango",3,"Comalapa",4,662,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6243,"Chimaltenango",3,"Comalapa",4,662,294,11,0,28,0,3,32,0,8,3,0,2,2,0,23,5,7,5,2,13,0,2,8,1,1,2,5,163,19,16,198,0,198,--,294,96,163,198,198,Algún campo sin dato,1,1a72835747059e1d8ec6c8f2febe18440401f8642e4f8b0c4d4e452cbc804069,25/06/2023 23:10:33,ESCANER
6244,"Chimaltenango",3,"Comalapa",4,662,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6245,"Chimaltenango",3,"Comalapa",4,663,380,11,0,40,2,12,101,1,7,5,2,3,0,0,2,3,17,9,0,8,0,0,2,2,1,4,9,241,30,33,304,0,304,--,380,76,241,304,304,Algún campo sin dato,1,0dafbdc559633e9d01cbd61616a0137867449b076120e27ac6919cf56ef6a0f4,26/06/2023 00:22:32,ESCANER
6246,"Chimaltenango",3,"Comalapa",4,663,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6247,"Chimaltenango",3,"Comalapa",4,663,222,1,1,13,0,10,55,1,5,3,0,0,0,0,4,2,8,6,0,6,0,0,0,1,1,5,5,127,17,16,160,0,160,--,222,62,127,160,160,Algún campo sin dato,1,51658e0a081bcac9797179df88b95be3e99be8d9b1f9c05e452349cd6075abb8,25/06/2023 22:59:29,ESCANER
6248,"Chimaltenango",3,"Comalapa",4,663,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6249,"Chimaltenango",3,"Comalapa",4,664,380,5,1,34,2,14,60,0,8,3,0,3,0,0,10,5,11,3,2,25,3,0,1,0,1,4,9,204,32,40,276,0,276,--,380,104,204,276,276,Algún campo sin dato,1,07e756a0ce39c8aa23083c64967b0871115b666853a688318c925faeaa83ed89,25/06/2023 23:16:06,ESCANER
6250,"Chimaltenango",3,"Comalapa",4,664,248,2,1,19,0,6,52,0,3,5,0,1,0,0,8,3,7,1,1,24,0,1,0,4,0,3,10,151,19,18,188,0,188,--,248,60,151,188,188,Algún campo sin dato,1,e50d4dd2244e906fd19ae200d30d857d55afc3f60635788077895e879b25e689,25/06/2023 22:38:29,ESCANER
6251,"Chimaltenango",3,"Comalapa",4,664,248,2,0,19,1,8,23,0,8,1,1,1,0,0,7,2,5,2,0,11,3,1,1,1,0,8,13,118,26,12,156,0,156,--,248,92,118,156,156,Algún campo sin dato,1,93ca3ad1250424723431c31775ba2d209c84d31668c22b6d854c0b93a6346cd1,25/06/2023 22:50:34,ESCANER
6252,"Chimaltenango",3,"Comalapa",4,665,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6253,"Chimaltenango",3,"Comalapa",4,665,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6254,"Chimaltenango",3,"Comalapa",4,665,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6255,"Chimaltenango",3,"Comalapa",4,665,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6256,"Chimaltenango",3,"Santa Apolonia",5,666,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6257,"Chimaltenango",3,"Santa Apolonia",5,666,400,3,49,5,5,3,56,0,0,0,0,3,17,1,5,7,8,5,2,13,1,2,7,22,0,5,4,223,33,88,344,1,345,0,398,54,223,344,345,,1,621ec2356fb19b8e0aa14131a2c213d59e04c563304e5917ef81d6987f363969,26/06/2023 00:17:41,ESCANER
6258,"Chimaltenango",3,"Santa Apolonia",5,666,400,10,56,7,2,4,44,2,1,1,0,1,10,0,9,8,14,6,3,13,1,2,8,35,0,3,4,244,21,66,331,0,331,--,400,69,244,331,331,Algún campo sin dato,1,4962927872a36d3d642125c2b29f2dd2fc93d83798d0765e70aa0741b284d7bd,25/06/2023 22:44:02,ESCANER
6259,"Chimaltenango",3,"Santa Apolonia",5,666,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6260,"Chimaltenango",3,"Santa Apolonia",5,666,400,4,59,5,1,4,71,0,0,2,0,2,9,0,7,5,10,2,4,10,1,0,10,25,1,4,0,236,31,86,353,0,353,0,400,47,236,353,353,,1,3ad36e59cb90415ded8916477de7e4fe82e7042a3a832f4265f7033caa9e8a68,25/06/2023 23:27:41,ESCANER
6261,"Chimaltenango",3,"Santa Apolonia",5,666,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6262,"Chimaltenango",3,"Santa Apolonia",5,666,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6263,"Chimaltenango",3,"Santa Apolonia",5,666,400,8,60,7,3,3,51,1,1,3,1,3,16,0,10,6,11,5,1,9,0,0,10,31,1,0,4,245,36,63,344,0,344,0,404,60,245,344,344,,1,f29d674e7469dfaddc6f65c71f6206341e5dde8908c84ea4d06f427852fbccb7,26/06/2023 00:08:29,ESCANER
6264,"Chimaltenango",3,"Santa Apolonia",5,666,400,3,51,4,0,2,54,2,1,1,0,2,17,0,5,3,6,9,2,11,1,0,13,20,0,9,6,222,24,73,319,0,319,0,400,81,222,319,319,,1,a87469b60b950b53209ddaef01f86da72fabe3e790a52aaac6b463547aceaede,25/06/2023 23:52:00,ESCANER
6265,"Chimaltenango",3,"Santa Apolonia",5,666,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6266,"Chimaltenango",3,"Santa Apolonia",5,666,400,10,58,2,0,6,49,1,3,3,0,1,15,0,7,4,15,1,0,14,1,1,5,27,1,9,6,239,51,29,319,0,319,--,400,81,239,319,319,Algún campo sin dato,1,44740e3cdffa370637dcac34dac535b62cdd8b9b0b9e943a9d30453d430e787f,26/06/2023 00:03:00,ESCANER
6267,"Chimaltenango",3,"Santa Apolonia",5,666,400,3,40,6,0,2,59,0,4,1,0,4,17,0,9,8,10,6,0,9,1,2,13,20,0,9,0,223,24,54,302,0,302,1,400,98,223,301,301,Sumas Asentadas sin cuadrar,1,4ed645261e5aa13de37a01b16c78df71f85613c0d2ac6583e686033085e8f1f8,25/06/2023 22:51:33,ESCANER
6268,"Chimaltenango",3,"Santa Apolonia",5,666,400,4,65,1,0,3,42,2,2,3,0,0,19,0,7,5,8,3,2,13,0,1,15,37,0,6,7,245,19,30,294,0,294,0,400,103,245,294,294,,1,ea459545c1b98f1f1a5fc0c3b72919e6a53f85e6d214a67fd530f3c44291b579,26/06/2023 00:13:24,ESCANER
6269,"Chimaltenango",3,"Santa Apolonia",5,666,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6270,"Chimaltenango",3,"Santa Apolonia",5,666,400,3,53,1,0,3,71,1,1,3,0,1,8,0,11,6,5,2,1,10,1,0,6,31,0,13,7,238,35,37,310,0,310,--,400,90,238,310,310,Algún campo sin dato,1,e2778a68b69777f991545819b9eba743a35953e43ff82afaafa62793ec2372b0,26/06/2023 00:22:38,ESCANER
6271,"Chimaltenango",3,"Santa Apolonia",5,666,400,4,64,5,0,6,56,2,2,1,1,1,11,0,6,5,3,4,1,11,0,1,6,37,0,11,4,242,27,57,326,0,326,--,404,78,242,326,326,Algún campo sin dato,1,0ded95b1f1f140c68c5e6244dc5fe0adf8c452205fda7ae4c2092afe4cd7b82d,25/06/2023 22:19:09,ESCANER
6272,"Chimaltenango",3,"Santa Apolonia",5,666,296,3,39,1,1,1,39,0,0,2,0,0,6,0,9,4,6,1,0,7,0,0,5,25,1,8,1,224,17,48,224,0,224,0,296,72,159,224,224,Sumas Asentadas sin cuadrar,1,eb757fe5d8791f1f66cb0204b82af8b27af4409e5ebac45b5899caf19cfa2fd1,25/06/2023 22:56:43,ESCANER
6273,"Chimaltenango",3,"Santa Apolonia",5,666,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6274,"Chimaltenango",3,"Santa Apolonia",5,667,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6275,"Chimaltenango",3,"Santa Apolonia",5,667,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6276,"Chimaltenango",3,"Santa Apolonia",5,667,380,10,52,4,2,3,25,1,1,1,1,3,5,0,6,2,10,12,0,12,0,0,9,41,0,2,3,205,27,107,339,0,339,--,380,41,205,339,339,Algún campo sin dato,1,5f04ff2ed80998a489d964b7ff619bc9bc980b719619caa18fe6d883b01f7bad,25/06/2023 23:46:09,ESCANER
6277,"Chimaltenango",3,"Santa Apolonia",5,667,380,8,59,2,3,4,39,3,1,1,3,2,4,0,7,4,10,10,3,15,3,0,5,28,1,3,2,220,36,96,352,0,352,--,380,28,220,352,352,Algún campo sin dato,1,4ef32798c7522753cf4cf91c7f6e3777114de8ac9c7e00b8e9ab1016215b29be,25/06/2023 22:32:54,ESCANER
6278,"Chimaltenango",3,"Santa Apolonia",5,667,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6279,"Chimaltenango",3,"Santa Apolonia",5,667,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6280,"Chimaltenango",3,"Santa Apolonia",5,667,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6281,"Chimaltenango",3,"Santa Apolonia",5,667,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6282,"Chimaltenango",3,"Santa Apolonia",5,667,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6283,"Chimaltenango",3,"Santa Apolonia",5,667,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6284,"Chimaltenango",3,"Santa Apolonia",5,667,279,7,32,3,1,1,40,0,1,0,0,0,2,0,5,2,3,7,0,9,1,1,7,28,0,4,3,157,13,48,218,0,218,--,279,61,157,218,218,Algún campo sin dato,1,7d338b9d8d304f1908a5e4cedc984c154f8b3a01610e24fdc9c4654109ab0a2f,25/06/2023 22:37:16,ESCANER
6285,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,18,4,9,8,10,22,1,21,10,2,3,1,2,3,9,9,5,1,9,6,1,5,14,3,15,22,213,35,18,266,0,266,--,400,134,213,266,266,Algún campo sin dato,1,cdad120ff61ac8e4453e678185f4ab2d6f675ac59b9d2cac11371463031e690c,26/06/2023 00:18:53,ESCANER
6286,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6287,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6288,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,22,5,10,6,3,17,0,14,9,2,5,5,0,3,6,16,2,1,12,9,3,7,13,1,17,16,204,46,18,268,0,268,--,400,132,204,268,268,Algún campo sin dato,1,e7e9c3902161e118ae9922bca418665714a8b95e73a84c8210635170e7da4169,25/06/2023 23:11:25,ESCANER
6289,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6290,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,15,7,8,5,6,28,0,12,6,0,2,4,0,4,15,17,4,1,8,7,0,10,16,2,11,12,200,42,22,264,0,264,--,400,133,200,264,264,Algún campo sin dato,1,c0a1991c02b1fbc3fc1d6aeb9ad4b0aae7c07be68c1018395577914dc59b6bea,26/06/2023 00:09:31,ESCANER
6291,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6292,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,11,5,7,10,8,40,1,10,8,3,1,4,3,1,13,1,7,1,8,7,2,3,13,3,11,10,191,32,29,252,0,252,--,400,148,191,252,252,Algún campo sin dato,1,80f063a49de9df38b5b908e904e744d7e239905f73a2997243d6052c63aab76c,25/06/2023 23:57:08,ESCANER
6293,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6294,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,12,1,11,12,5,24,2,9,3,2,2,5,0,1,20,10,2,1,10,7,2,8,22,0,5,6,182,36,24,242,0,242,--,400,158,182,242,242,Algún campo sin dato,1,4610614b29df401bdc3ba554213ee48599cc07044faa5a2ad2fc4ca103b8772a,25/06/2023 22:36:26,ESCANER
6295,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6296,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,10,11,12,5,8,23,1,4,3,0,6,1,0,4,13,13,0,1,9,5,1,8,31,1,11,7,188,36,17,241,0,241,--,400,159,188,241,241,Algún campo sin dato,1,c5ff949f46568ee6eae1a580aebebafd1670bc5a78eb9efdac3b6296f82a704b,25/06/2023 22:58:20,ESCANER
6297,"Chimaltenango",3,"Tecpán Guatemala",6,668,400,19,3,12,0,10,22,1,13,3,0,7,4,0,3,15,15,7,3,6,6,2,18,17,0,13,13,213,33,20,266,0,266,--,404,138,212,265,265,Sumas Asentadas sin cuadrar,1,e7215084273f17d07ca2014870fba9846377c07bf38e2ee54deca86055044a15,26/06/2023 00:01:52,ESCANER
6298,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,14,6,14,4,5,37,1,7,6,1,2,5,0,1,10,26,4,1,11,5,1,6,20,3,11,6,207,18,22,247,0,247,--,400,153,207,247,247,Algún campo sin dato,1,d5798bb15b7fad5315fafb64aeb9a6147e1bb990ececfe44bd0523b4b2812318,26/06/2023 00:04:29,ESCANER
6299,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6300,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,18,5,6,6,10,19,0,11,4,0,0,2,0,5,10,12,6,3,13,7,1,10,15,2,14,12,191,26,11,228,0,228,--,400,172,191,228,228,Algún campo sin dato,1,0bb9f820c0c690282a7878580903385acfdebefcc2d218847a4b31dede90d00c,25/06/2023 23:49:07,ESCANER
6301,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,11,6,10,6,5,23,1,7,6,0,1,6,0,5,10,7,3,2,14,7,0,14,11,1,19,10,185,29,5,219,0,219,--,400,181,185,219,219,Algún campo sin dato,1,b8caddd960c7686a0004ddc71869c748e894945035246f55a6e20c749fc10900,25/06/2023 22:17:20,ESCANER
6302,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,11,6,4,5,12,28,0,12,6,4,5,0,2,4,16,4,2,1,9,1,1,6,15,1,26,13,194,30,9,233,0,233,--,400,167,194,233,233,Algún campo sin dato,1,c2e9d1a37b08ef00f0e7d37fca65e25f11fa62ed6452760ffefc594ad86d74f7,25/06/2023 22:50:26,ESCANER
6303,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,17,10,9,3,8,19,1,15,4,1,4,2,0,1,8,10,3,1,11,5,1,3,13,1,17,16,183,40,25,248,0,248,--,400,152,183,248,248,Algún campo sin dato,1,a14554fa8f3f9c3aae1860fc3448b7d2f0f330fb4bbe0d73f9bf628635354280,25/06/2023 22:24:32,ESCANER
6304,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,23,9,6,6,10,20,0,12,9,1,1,4,0,3,16,11,3,1,14,4,0,7,12,1,15,18,206,41,17,264,0,264,--,400,136,206,264,264,Algún campo sin dato,1,1a244813e4bd11887e8098708f2183eab1bf730d9066ff4c0dd6de052b09446f,25/06/2023 22:12:21,ESCANER
6305,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,14,2,15,4,8,29,2,18,5,1,4,3,0,5,11,8,7,2,10,12,0,8,12,0,19,12,211,29,22,262,0,262,--,404,142,211,262,262,Algún campo sin dato,1,9e5ec78e90a46d7021341336fce73fa8ed0584ad382e67f57421cb026f8bf64e,25/06/2023 22:43:19,ESCANER
6306,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,15,11,9,6,6,20,2,7,4,2,6,1,1,2,15,14,6,1,11,4,2,10,13,1,28,15,212,37,17,266,0,266,--,400,134,212,266,266,Algún campo sin dato,1,c1d6390f8964ff03dbed3affce97dfa99abc90e1954fd81780891f4a41d8d86d,25/06/2023 23:06:03,ESCANER
6307,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6308,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6309,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
