TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
308,308,100.0000,308,100.0000,0,113565,68807,60.5882

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VICTORIA,FCN-NACION,VAMOS,AZUL,MLP,UNE,VIVA,CABAL,TODOS,PODEMOS,WINAQ,ELEFANTE,CAMBIO,PPN,MI FAMILIA,VALOR,CREO,VOS,PHG,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
19730,"Alta Verapaz",16,"San Pedro Carchá",9,3012,380,26,0,28,6,3,79,26,5,0,1,3,0,0,11,0,3,5,1,0,197,44,10,251,0,251,--,380,129,197,251,251,Algún campo sin dato,1,ce70ef38d81d9f15523943aff5ff7edb59cdda6bd587d08ba6d19247d3e593c1,26/06/2023 04:44:18,ESCANER
19731,"Alta Verapaz",16,"San Pedro Carchá",9,3012,380,18,1,40,3,3,63,25,8,0,2,1,0,8,13,1,3,5,0,0,194,31,8,233,0,233,--,377,144,194,233,233,Algún campo sin dato,1,a96ae28f3c6a5388a272b4b86b4b58edd75ecf1ef6ccfd55486826a3858d8055,26/06/2023 04:59:00,ESCANER
19732,"Alta Verapaz",16,"San Pedro Carchá",9,3012,380,24,1,26,0,0,55,19,4,0,0,3,0,6,5,0,3,3,0,0,149,20,8,177,0,177,--,380,203,149,177,177,Algún campo sin dato,1,32bd53d49238b9c01d53fceeec47317f67cadc9fa59983e12154fc3f552d8cc8,26/06/2023 05:02:38,ESCANER
19733,"Alta Verapaz",16,"San Pedro Carchá",9,3012,356,17,0,29,3,1,54,31,3,0,0,1,0,3,6,0,4,6,0,0,158,26,4,188,0,188,--,353,165,158,188,188,Algún campo sin dato,1,00ea5acf8bfc2c94981934d6f6493a446c290d0e0069d9e0d906539991c0c438,26/06/2023 05:10:35,ESCANER
19734,"Alta Verapaz",16,"San Pedro Carchá",9,3012,356,20,0,37,1,2,53,26,6,0,0,0,0,3,9,1,0,1,0,0,159,13,5,177,0,177,--,356,179,159,177,177,Algún campo sin dato,1,82c51aa0e806a5e81ad4267012c7c19c834caca6b7ca8d82da0ce3b8a985e486,26/06/2023 05:19:36,ESCANER
19735,"Alta Verapaz",16,"San Pedro Carchá",9,3013,600,35,5,8,8,2,31,0,8,4,1,1,1,3,4,2,10,2,2,2,129,22,3,154,0,154,--,599,445,129,154,154,Algún campo sin dato,1,cb29aefccfd0886aba3d0931c188e1ca2450e03944e2619741392092535bee8e,26/06/2023 01:09:37,ESCANER
19736,"Alta Verapaz",16,"San Pedro Carchá",9,3013,600,36,8,14,5,2,28,4,3,3,1,0,1,1,6,2,9,3,1,2,129,14,3,146,0,146,--,606,460,129,146,146,Algún campo sin dato,1,8bed9ad727e4b623dfc6d571116bbaa38b8ce30da7811fddabc0405114390dfb,26/06/2023 00:19:27,ESCANER
19737,"Alta Verapaz",16,"San Pedro Carchá",9,3013,600,29,6,14,4,2,46,3,5,2,0,2,3,1,0,1,9,2,1,1,135,9,4,148,0,148,1,597,449,131,144,144,Sumas Asentadas sin cuadrar,1,fe6b3ccaaa5188a88ae710250875c55d30a830690911f496dda9ae59f6d048f0,26/06/2023 04:19:17,ESCANER
19738,"Alta Verapaz",16,"San Pedro Carchá",9,3013,412,24,4,15,3,1,17,5,2,1,0,2,0,0,2,0,3,2,0,1,82,10,4,96,0,96,--,412,316,82,96,96,Algún campo sin dato,1,cf50fec9feeeb9479acdb9cf45db6e80a26a05b73e59e88735fe62244adf9050,26/06/2023 00:03:42,ESCANER
19739,"Alta Verapaz",16,"San Pedro Carchá",9,3013,411,13,0,4,2,0,14,1,0,1,0,1,0,1,3,1,4,1,0,0,46,4,0,50,0,50,--,411,361,46,50,50,Algún campo sin dato,1,5ac7e0fa34f3f0bab526230998c2197e36c220a8f1f7487398df55582363cf7d,26/06/2023 00:15:22,ESCANER
